id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
0_4135920,strips-mprime-x-25,planet_jupiter,4135920,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_6058212,strips-mprime-x-25,noop_orbits_neptune_earth,6058212,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_4922358,strips-mprime-x-25,noop_planet_jupiter,4922358,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_3340462,strips-mprime-x-25,feast_rest_pistachio_wurst_bavaria_pennsylvania,3340462,2,a,70,7,0,2,61,0,65,2,0,2,61,0,72,0
2_2833425,strips-mprime-x-25,eats_wurst_pistachio,2833425,2,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
0_5633862,strips-mprime-x-25,noop_locale_wurst_bavaria,5633862,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2_7833736,strips-mprime-x-25,drink_chicken_pistachio_bavaria_kentucky_bosnia_pennsylvania_surrey,7833736,2,a,53,5,0,2,46,0,50,2,0,2,46,0,55,0
2_6735437,strips-mprime-x-25,locale_tuna_bavaria,6735437,2,f,9,2,0,4,3,0,14,6,0,5,3,0,16,0
1_1688352,strips-mprime-x-25,noop_craves_rest_pistachio,1688352,1,a,25,1,0,0,24,0,25,1,0,0,24,0,26,0
3_7149026,strips-mprime-x-25,locale_pistachio_bavaria,7149026,3,f,12,3,0,0,9,0,13,4,0,0,9,0,16,0
0_6837474,strips-mprime-x-25,noop_province_pennsylvania,6837474,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2_2022705,strips-mprime-x-25,feast_rest_chicken_pistachio_bosnia_kentucky,2022705,2,a,54,7,0,2,45,0,49,2,0,2,45,0,56,0
1_3609191,strips-mprime-x-25,attacks_bavaria_pennsylvania,3609191,1,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_2663506,strips-mprime-x-25,food_tuna,2663506,1,f,1,1,0,0,0,0,12,12,0,0,0,0,13,0
1_5907239,strips-mprime-x-25,drink_chicken_pistachio_bavaria_kentucky_bosnia_surrey_moravia,5907239,1,a,25,5,0,2,18,0,22,2,0,2,18,0,27,0
3_2437081,strips-mprime-x-25,succumb_depression_rest_tuna_neptune_earth,2437081,3,a,67,7,0,2,58,0,62,2,0,2,58,0,69,0
3_6711226,strips-mprime-x-25,noop_eats_pistachio_chicken,6711226,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_1209179,strips-mprime-x-25,attacks_kentucky_bavaria,1209179,2,f,1,1,0,0,0,0,23,23,0,0,0,0,24,0
1_4922358,strips-mprime-x-25,noop_planet_jupiter,4922358,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_4181952,strips-mprime-x-25,noop_locale_pistachio_surrey,4181952,2,a,28,1,0,0,27,0,28,1,0,0,27,0,29,0
0_1640807,strips-mprime-x-25,noop_province_bavaria,1640807,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_1677228,strips-mprime-x-25,attacks_pennsylvania_surrey,1677228,1,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_3340462,strips-mprime-x-25,feast_rest_pistachio_wurst_bavaria_pennsylvania,3340462,3,a,84,7,0,2,75,0,79,2,0,2,75,0,86,0
3_2508438,strips-mprime-x-25,feast_expectation_pistachio_tuna_pennsylvania_surrey,2508438,3,a,74,7,0,2,65,0,69,2,0,2,65,0,76,0
2_4934625,strips-mprime-x-25,province_kentucky,4934625,2,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_3663839,strips-mprime-x-25,noop_pain_angina,3663839,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_80555,strips-mprime-x-25,noop_eats_chicken_pistachio,80555,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_5196298,strips-mprime-x-25,orbits_uranus_neptune,5196298,2,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
1_2427844,strips-mprime-x-25,craves_rest_wurst,2427844,1,f,5,1,0,0,4,0,9,5,0,0,4,0,10,0
2_6489124,strips-mprime-x-25,feast_rest_wurst_chicken_kentucky_bavaria,6489124,2,a,53,7,0,2,44,0,48,2,0,2,44,0,55,0
3_7979405,strips-mprime-x-25,noop_eats_wurst_pistachio,7979405,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_4363112,strips-mprime-x-25,feast_rest_wurst_pistachio_kentucky_bavaria,4363112,2,a,53,7,0,2,44,0,48,2,0,2,44,0,55,0
2_2901549,strips-mprime-x-25,drink_pistachio_tuna_moravia_surrey_pennsylvania_bosnia_kentucky,2901549,2,a,59,5,0,2,52,0,56,2,0,2,52,0,61,0
2_6296349,strips-mprime-x-25,noop_planet_uranus,6296349,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_4592428,strips-mprime-x-25,craves_depression_wurst,4592428,3,f,7,3,0,2,2,0,10,5,0,3,2,0,13,0
2_2316395,strips-mprime-x-25,locale_chicken_bavaria,2316395,2,f,4,1,0,2,1,0,11,7,0,3,1,0,12,0
3_3771684,strips-mprime-x-25,feast_rest_chicken_wurst_kentucky_bavaria,3771684,3,a,64,7,0,2,55,0,59,2,0,2,55,0,66,0
3_5234592,strips-mprime-x-25,succumb_angina_rest_wurst_neptune_earth,5234592,3,a,64,7,0,2,55,0,59,2,0,2,55,0,66,0
1_3004620,strips-mprime-x-25,noop_orbits_jupiter_uranus,3004620,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_2803555,strips-mprime-x-25,noop_province_moravia,2803555,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
4_6868372,strips-mprime-x-25,eats_wurst_chicken,6868372,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3_6127601,strips-mprime-x-25,noop_harmony_rest_neptune,6127601,3,a,24,1,0,0,23,0,24,1,0,0,23,0,25,0
3_6402698,strips-mprime-x-25,noop_harmony_expectation_jupiter,6402698,3,a,9,1,0,0,8,0,9,1,0,0,8,0,10,0
1_1626822,strips-mprime-x-25,province_pennsylvania,1626822,1,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_7524091,strips-mprime-x-25,noop_locale_pistachio_moravia,7524091,2,a,28,1,0,0,27,0,28,1,0,0,27,0,29,0
2_3352616,strips-mprime-x-25,noop_locale_tuna_bosnia,3352616,2,a,29,1,0,0,28,0,29,1,0,0,28,0,30,0
2_6058212,strips-mprime-x-25,noop_orbits_neptune_earth,6058212,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_3223931,strips-mprime-x-25,feast_expectation_wurst_tuna_kentucky_bavaria,3223931,1,a,32,7,0,2,23,0,27,2,0,2,23,0,34,0
2_6868372,strips-mprime-x-25,eats_wurst_chicken,6868372,2,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_7193059,strips-mprime-x-25,noop_locale_tuna_kentucky,7193059,3,a,16,1,0,0,15,0,16,1,0,0,15,0,17,0
4_5370277,strips-mprime-x-25,food_wurst,5370277,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1_5370277,strips-mprime-x-25,food_wurst,5370277,1,f,1,1,0,0,0,0,16,16,0,0,0,0,17,0
3_5324900,strips-mprime-x-25,succumb_depression_rest_wurst_uranus_neptune,5324900,3,a,67,7,0,2,58,0,60,2,0,0,58,0,69,0
3_2136297,strips-mprime-x-25,overcome_angina_rest_chicken_uranus_neptune,2136297,3,a,65,9,0,2,54,0,58,2,0,2,54,0,67,0
3_2601163,strips-mprime-x-25,feast_rest_wurst_tuna_kentucky_bavaria,2601163,3,a,66,7,0,2,57,0,61,2,0,2,57,0,68,0
4_2316802,strips-mprime-x-25,eats_chicken_pistachio,2316802,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
