id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
5_433175,strips-mprime-x-13,eats_haroset_wurst,433175,5,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
7_5490293,strips-mprime-x-13,succumb_angina_intoxication_marzipan_mars_neptune,5490293,7,a,778,7,0,2,769,0,773,2,0,2,769,0,780,0
3_496695,strips-mprime-x-13,overcome_jealousy-22_love_scallion_vulcan_venus,496695,3,a,350,9,0,2,339,0,343,2,0,2,339,0,352,0
5_6099233,strips-mprime-x-13,succumb_depression-19_love_turkey_vulcan_venus,6099233,5,a,1737,7,0,2,1728,0,1732,2,0,2,1728,0,1739,0
1_6954180,strips-mprime-x-13,overcome_hangover-31_love_baguette_vulcan_venus,6954180,1,a,40,9,0,2,29,0,32,2,0,1,29,0,42,0
6_6762902,strips-mprime-x-13,noop_planet_neptune,6762902,6,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
7_1356931,strips-mprime-x-13,noop_eats_baguette_lemon,1356931,7,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
6_6681062,strips-mprime-x-13,succumb_depression-19_love_papaya_mars_neptune,6681062,6,a,1873,7,0,2,1864,0,1868,2,0,2,1864,0,1875,0
6_6756900,strips-mprime-x-13,succumb_angina-14_love_flounder_vulcan_venus,6756900,6,a,2124,7,0,2,2115,0,2119,2,0,2,2115,0,2126,0
7_1208029,strips-mprime-x-13,noop_harmony_love_venus,1208029,7,a,1853,1,0,0,1852,0,1853,1,0,0,1852,0,1854,0
7_6712066,strips-mprime-x-13,succumb_hangover-15_achievement_turkey_neptune_vulcan,6712066,7,a,2509,7,0,2,2500,0,2504,2,0,2,2500,0,2511,0
1_6765596,strips-mprime-x-13,craves_sciatica-10_melon,6765596,1,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
7_2603134,strips-mprime-x-13,succumb_grief-25_aesthetics_scallop_mars_neptune,2603134,7,a,3339,7,0,2,3330,0,3334,2,0,2,3330,0,3341,0
7_308334,strips-mprime-x-13,noop_craves_jealousy-8_potato,308334,7,a,168,1,0,0,167,0,168,1,0,0,167,0,169,0
4_5957104,strips-mprime-x-13,noop_fears_loneliness_achievement,5957104,4,a,601,1,0,0,600,0,601,1,0,0,600,0,602,0
5_853085,strips-mprime-x-13,overcome_hangover-31_love_baguette_neptune_vulcan,853085,5,a,1208,9,0,2,1197,0,1201,2,0,2,1197,0,1210,0
5_4141110,strips-mprime-x-13,overcome_prostatitis-29_love_lobster_vulcan_venus,4141110,5,a,1191,9,0,2,1180,0,1184,2,0,2,1180,0,1193,0
8_1444924,strips-mprime-x-13,fears_abrasion_achievement,1444924,8,f,93,4,0,2,87,0,90,0,0,3,87,0,94,0
7_6261656,strips-mprime-x-13,overcome_anger-21_aesthetics_flounder_mars_neptune,6261656,7,a,1096,9,0,2,1085,0,1089,2,0,2,1085,0,1098,0
5_4526985,strips-mprime-x-13,noop_eats_ham_wurst,4526985,5,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
6_5636287,strips-mprime-x-13,overcome_boils_intoxication_marzipan_neptune_vulcan,5636287,6,a,688,9,0,2,677,0,681,2,0,2,677,0,690,0
5_3731444,strips-mprime-x-13,succumb_jealousy-8_achievement_turkey_vulcan_venus,3731444,5,a,1367,7,0,2,1358,0,1362,2,0,2,1358,0,1369,0
7_3290581,strips-mprime-x-13,succumb_sciatica_achievement_scallop_neptune_vulcan,3290581,7,a,2653,7,0,2,2644,0,2648,2,0,2,2644,0,2655,0
5_3201320,strips-mprime-x-13,noop_fears_depression-19_aesthetics,3201320,5,a,589,1,0,0,588,0,589,1,0,0,588,0,590,0
7_980777,strips-mprime-x-13,noop_food_muffin,980777,7,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
8_382451,strips-mprime-x-13,food_scallion,382451,8,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6_1434927,strips-mprime-x-13,overcome_boils-3_achievement_melon_mars_neptune,1434927,6,a,2727,9,0,2,2716,0,2720,2,0,2,2716,0,2729,0
1_2928166,strips-mprime-x-13,noop_eats_marzipan_rice,2928166,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
8_7876591,strips-mprime-x-13,fears_boils-3_achievement,7876591,8,f,109,34,0,39,36,0,75,0,0,39,36,0,109,0
