id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
4_4203350,strips-mprime-y-5,craves_intoxication_arugula,4203350,4,f,19,10,0,4,5,0,9,0,0,4,5,0,19,0
3_4164255,strips-mprime-y-5,drink_snickers_chicken_kentucky_arizona_manitoba_guanabara_goias,4164255,3,a,220,5,0,2,213,0,217,2,0,2,213,0,222,0
0_3800886,strips-mprime-y-5,noop_pain_sciatica,3800886,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2_4872690,strips-mprime-y-5,noop_eats_marzipan_tofu,4872690,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
0_3197000,strips-mprime-y-5,noop_craves_empathy_chicken,3197000,0,a,3,0,0,0,3,0,4,1,0,0,3,0,4,0
2_2189677,strips-mprime-y-5,noop_eats_chicken_snickers,2189677,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_2509628,strips-mprime-y-5,noop_locale_tofu_goias,2509628,2,a,47,1,0,0,46,0,47,1,0,0,46,0,48,0
2_7719486,strips-mprime-y-5,feast_empathy_chicken_snickers_manitoba_arizona,7719486,2,a,84,7,0,2,75,0,79,2,0,2,75,0,86,0
3_3197000,strips-mprime-y-5,noop_craves_empathy_chicken,3197000,3,a,68,1,0,0,67,0,68,1,0,0,67,0,69,0
3_5761712,strips-mprime-y-5,noop_attacks_arizona_kentucky,5761712,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_2830948,strips-mprime-y-5,succumb_sciatica_intoxication_arugula_earth_mars,2830948,2,a,98,7,0,2,89,0,93,2,0,2,89,0,100,0
3_6438889,strips-mprime-y-5,feast_empathy_ham_chicken_arizona_kentucky,6438889,3,a,181,7,0,2,172,0,176,2,0,2,172,0,183,0
1_5236323,strips-mprime-y-5,noop_attacks_guanabara_goias,5236323,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
0_5729090,strips-mprime-y-5,attacks_manitoba_arizona,5729090,0,f,0,0,0,0,0,0,2,0,2,0,0,0,2,0
2_178708,strips-mprime-y-5,locale_tofu_bosnia,178708,2,f,6,4,0,0,2,0,16,14,0,0,2,0,20,0
3_6726918,strips-mprime-y-5,noop_locale_marzipan_manitoba,6726918,3,a,31,1,0,0,30,0,31,1,0,0,30,0,32,0
3_4106253,strips-mprime-y-5,feast_love_chicken_ham_arizona_kentucky,4106253,3,a,223,7,0,2,214,0,217,2,0,1,214,0,225,0
