id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
2_3656000,strips-mprime-y-1,overcome_depression_expectation_cantelope_neptune_mars,3656000,2,a,126,9,0,2,115,0,117,2,0,0,115,0,128,0
4_3004960,strips-mprime-y-1,fears_abrasion_expectation,3004960,4,f,29,7,0,10,12,0,23,0,0,11,12,0,30,0
1_4480323,strips-mprime-y-1,craves_anger_lemon,4480323,1,f,2,1,0,0,1,0,4,2,0,1,1,0,5,0
1_2703618,strips-mprime-y-1,feast_love_ham_muffin_quebec_kentucky,2703618,1,a,44,7,0,2,35,0,39,2,0,2,35,0,46,0
3_3627077,strips-mprime-y-1,feast_expectation_chocolate_cantelope_alsace_quebec,3627077,3,a,275,7,0,2,266,0,270,2,0,2,266,0,277,0
4_6437631,strips-mprime-y-1,harmony_understanding_earth,6437631,4,f,26,8,0,4,14,0,18,0,0,4,14,0,26,0
3_858392,strips-mprime-y-1,feast_learning_muffin_chicken_alsace_quebec,858392,3,a,293,7,0,2,284,0,288,2,0,2,284,0,295,0
3_2517827,strips-mprime-y-1,noop_eats_ham_grapefruit,2517827,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_3663839,strips-mprime-y-1,noop_pain_angina,3663839,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_2548399,strips-mprime-y-1,succumb_abrasion_understanding_snickers_saturn_neptune,2548399,3,a,277,7,0,2,268,0,272,2,0,2,268,0,279,0
3_1049031,strips-mprime-y-1,feast_understanding_ham_muffin_alsace_quebec,1049031,3,a,271,7,0,2,262,0,266,2,0,2,262,0,273,0
3_2599909,strips-mprime-y-1,overcome_anger_triumph_lemon_earth_saturn,2599909,3,a,19,9,0,2,8,0,10,2,0,0,8,0,21,0
4_4195363,strips-mprime-y-1,craves_expectation_pistachio,4195363,4,f,58,3,0,0,55,0,55,0,0,0,55,0,58,0
3_3700343,strips-mprime-y-1,noop_craves_understanding_muffin,3700343,3,a,73,1,0,0,72,0,73,1,0,0,72,0,74,0
2_5571773,strips-mprime-y-1,craves_understanding_snickers,5571773,2,f,24,1,0,0,23,0,28,5,0,0,23,0,29,0
2_775249,strips-mprime-y-1,noop_craves_understanding_chicken,775249,2,a,27,1,0,0,26,0,27,1,0,0,26,0,28,0
4_4805577,strips-mprime-y-1,craves_depression_bacon,4805577,4,f,35,1,0,0,34,0,34,0,0,0,34,0,35,0
3_5241284,strips-mprime-y-1,overcome_hangover_understanding_chicken_earth_saturn,5241284,3,a,109,9,0,2,98,0,102,2,0,2,98,0,111,0
1_870653,strips-mprime-y-1,overcome_prostatitis_learning_grapefruit_earth_saturn,870653,1,a,32,9,0,2,21,0,23,2,0,0,21,0,34,0
0_2200903,strips-mprime-y-1,pleasure_love,2200903,0,f,0,0,0,0,0,0,4,0,4,0,0,0,4,0
2_998093,strips-mprime-y-1,noop_locale_bacon_alsace,998093,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_4177969,strips-mprime-y-1,food_cantelope,4177969,3,f,1,1,0,0,0,0,59,59,0,0,0,0,60,0
2_5967028,strips-mprime-y-1,succumb_grief_learning_haroset_earth_saturn,5967028,2,a,55,7,0,2,46,0,50,2,0,2,46,0,57,0
1_6238248,strips-mprime-y-1,pleasure_triumph,6238248,1,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
1_1924739,strips-mprime-y-1,locale_haroset_alsace,1924739,1,f,1,1,0,0,0,0,1,1,0,0,0,0,2,0
