id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
6_3274134,strips-mprime-x-28,drink_lamb_broccoli_kentucky_alsace_oregon_pennsylvania_moravia,3274134,6,a,303,5,0,2,296,0,300,2,0,2,296,0,305,0
5_2529730,strips-mprime-x-28,noop_eats_lamb_wurst,2529730,5,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_3470716,strips-mprime-x-28,feast_intoxication_broccoli_muffin_oregon_alsace,3470716,2,a,141,7,0,2,132,0,136,2,0,2,132,0,143,0
7_5808558,strips-mprime-x-28,craves_grief_lamb,5808558,7,f,9,3,0,1,5,0,7,0,0,2,5,0,10,0
7_5930111,strips-mprime-x-28,attacks_moravia_quebec,5930111,7,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6_5887314,strips-mprime-x-28,noop_craves_boils_muffin,5887314,6,a,205,1,0,0,204,0,205,1,0,0,204,0,206,0
4_5976464,strips-mprime-x-28,planet_neptune,5976464,4,f,1,1,0,0,0,0,19,19,0,0,0,0,20,0
6_1823447,strips-mprime-x-28,overcome_loneliness_intoxication_broccoli_neptune_vulcan,1823447,6,a,310,9,0,2,299,0,303,2,0,2,299,0,312,0
6_1745078,strips-mprime-x-28,drink_lamb_muffin_oregon_quebec_moravia_bosnia_pennsylvania,1745078,6,a,310,5,0,2,303,0,307,2,0,2,303,0,312,0
5_4601001,strips-mprime-x-28,drink_lamb_muffin_pennsylvania_bosnia_goias_oregon_alsace,4601001,5,a,274,5,0,2,267,0,271,2,0,2,267,0,276,0
2_1734539,strips-mprime-x-28,drink_shrimp_wurst_kentucky_alsace_oregon_pennsylvania_moravia,1734539,2,a,160,5,0,2,153,0,157,2,0,2,153,0,162,0
5_4469978,strips-mprime-x-28,noop_craves_loneliness_wurst,4469978,5,a,26,1,0,0,25,0,26,1,0,0,25,0,27,0
6_5420230,strips-mprime-x-28,drink_muffin_lamb_pennsylvania_bosnia_goias_moravia_quebec,5420230,6,a,310,5,0,2,303,0,307,2,0,2,303,0,312,0
5_1875195,strips-mprime-x-28,overcome_grief_intoxication_wurst_neptune_vulcan,1875195,5,a,312,9,0,2,301,0,305,2,0,2,301,0,314,0
0_2177209,strips-mprime-x-28,attacks_alsace_kentucky,2177209,0,f,0,0,0,0,0,0,6,0,6,0,0,0,6,0
0_3606127,strips-mprime-x-28,craves_anxiety_shrimp,3606127,0,f,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5_1124846,strips-mprime-x-28,overcome_loneliness_intoxication_wurst_neptune_vulcan,1124846,5,a,249,9,0,2,238,0,242,2,0,2,238,0,251,0
1_2616621,strips-mprime-x-28,noop_province_goias,2616621,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
6_7708018,strips-mprime-x-28,locale_lamb_alsace,7708018,6,f,63,29,0,28,6,0,65,31,0,28,6,0,94,0
6_3070940,strips-mprime-x-28,eats_wurst_shrimp,3070940,6,f,1,1,0,0,0,0,8,8,0,0,0,0,9,0
5_3011875,strips-mprime-x-28,drink_broccoli_muffin_quebec_moravia_pennsylvania_goias_bosnia,3011875,5,a,296,5,0,2,289,0,293,2,0,2,289,0,298,0
5_4995690,strips-mprime-x-28,fears_anger_intoxication,4995690,5,f,35,6,0,10,19,0,40,11,0,10,19,0,46,0
2_249291,strips-mprime-x-28,feast_intoxication_wurst_shrimp_goias_bosnia,249291,2,a,131,7,0,2,122,0,126,2,0,2,122,0,133,0
2_7975098,strips-mprime-x-28,drink_lamb_muffin_alsace_oregon_quebec_bosnia_pennsylvania,7975098,2,a,101,5,0,2,94,0,98,2,0,2,94,0,103,0
2_5581502,strips-mprime-x-28,drink_shrimp_wurst_kentucky_alsace_oregon_goias_bosnia,5581502,2,a,102,5,0,2,95,0,99,2,0,2,95,0,104,0
3_6427428,strips-mprime-x-28,noop_pain_boils,6427428,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
5_2022171,strips-mprime-x-28,drink_muffin_shrimp_alsace_oregon_quebec_pennsylvania_moravia,2022171,5,a,290,5,0,2,283,0,287,2,0,2,283,0,292,0
1_6911353,strips-mprime-x-28,feast_intoxication_shrimp_wurst_oregon_alsace,6911353,1,a,84,7,0,2,75,0,79,2,0,2,75,0,86,0
4_6518789,strips-mprime-x-28,overcome_angina_intoxication_muffin_neptune_vulcan,6518789,4,a,232,9,0,2,221,0,225,2,0,2,221,0,234,0
4_7540328,strips-mprime-x-28,noop_craves_intoxication_shrimp,7540328,4,a,197,1,0,0,196,0,197,1,0,0,196,0,198,0
1_4433203,strips-mprime-x-28,succumb_loneliness_intoxication_wurst_vulcan_earth,4433203,1,a,54,7,0,2,45,0,49,2,0,2,45,0,56,0
6_3693864,strips-mprime-x-28,noop_attacks_moravia_quebec,3693864,6,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_5168780,strips-mprime-x-28,craves_intoxication_lamb,5168780,3,f,32,11,0,9,12,0,45,24,0,9,12,0,56,0
