id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
2_1527891,strips-mprime-y-4,noop_fears_sciatica-5_excitement,1527891,2,a,138,1,0,0,137,0,138,1,0,0,137,0,139,0
3_6569953,strips-mprime-y-4,craves_dread_lobster,6569953,3,f,49,1,0,0,48,0,54,6,0,0,48,0,55,0
4_2802576,strips-mprime-y-4,fears_hangover_learning,2802576,4,f,47,4,0,6,37,0,43,0,0,6,37,0,47,0
0_7055590,strips-mprime-y-4,noop_province_quebec,7055590,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3_4791514,strips-mprime-y-4,overcome_prostatitis-3_intoxication_melon_earth_mars,4791514,3,a,240,9,0,2,229,0,233,2,0,2,229,0,242,0
1_4523351,strips-mprime-y-4,feast_excitement_lemon_lobster_surrey_quebec,4523351,1,a,69,7,0,2,60,0,62,2,0,0,60,0,71,0
3_2161872,strips-mprime-y-4,craves_abrasion_wurst,2161872,3,f,49,1,0,0,48,0,55,7,0,0,48,0,56,0
1_5394178,strips-mprime-y-4,feast_intoxication_lemon_lobster_surrey_quebec,5394178,1,a,78,7,0,2,69,0,73,2,0,2,69,0,80,0
4_1077173,strips-mprime-y-4,eats_muffin_lemon,1077173,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3_6427067,strips-mprime-y-4,overcome_angina_intoxication_lemon_earth_mars,6427067,3,a,232,9,0,2,221,0,225,2,0,2,221,0,234,0
1_3053760,strips-mprime-y-4,overcome_dread_learning_lemon_mars_saturn,3053760,1,a,54,9,0,2,43,0,47,2,0,2,43,0,56,0
3_1222810,strips-mprime-y-4,harmony_learning_saturn,1222810,3,f,60,15,0,21,24,0,89,43,0,22,24,0,104,0
3_7055590,strips-mprime-y-4,noop_province_quebec,7055590,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_7807332,strips-mprime-y-4,craves_excitement_lobster,7807332,2,f,24,2,0,2,20,0,34,12,0,2,20,0,36,0
2_4007408,strips-mprime-y-4,feast_intoxication_lemon_muffin_alsace_surrey,4007408,2,a,103,7,0,2,94,0,98,2,0,2,94,0,105,0
2_824898,strips-mprime-y-4,succumb_dread-2_rest_pepper_mars_saturn,824898,2,a,38,7,0,2,29,0,33,2,0,2,29,0,40,0
2_1083635,strips-mprime-y-4,feast_intoxication_potato_hamburger_surrey_quebec,1083635,2,a,94,7,0,2,85,0,89,2,0,2,85,0,96,0
3_3656548,strips-mprime-y-4,noop_locale_lemon_quebec,3656548,3,a,377,1,0,0,376,0,377,1,0,0,376,0,378,0
