 assem-x-1, prob01.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob01.pddl,IPC1998,assembly
 assem-x-2, prob02.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob02.pddl,IPC1998,assembly
 assem-x-3, prob03.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob03.pddl,IPC1998,assembly
 assem-x-4, prob04.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob04.pddl,IPC1998,assembly
 assem-x-5, prob05.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob05.pddl,IPC1998,assembly
 assem-x-6, prob06.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob06.pddl,IPC1998,assembly
 assem-x-7, prob07.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob07.pddl,IPC1998,assembly
 assem-x-8, prob08.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob08.pddl,IPC1998,assembly
 assem-x-9, prob09.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob09.pddl,IPC1998,assembly
 assem-x-10, prob10.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob10.pddl,IPC1998,assembly
 assem-x-11, prob11.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob11.pddl,IPC1998,assembly
 assem-x-12, prob12.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob12.pddl,IPC1998,assembly
 assem-x-13, prob13.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob13.pddl,IPC1998,assembly
 assem-x-14, prob14.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob14.pddl,IPC1998,assembly
 assem-x-15, prob15.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob15.pddl,IPC1998,assembly
 assem-x-16, prob16.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob16.pddl,IPC1998,assembly
 assem-x-17, prob17.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob17.pddl,IPC1998,assembly
 assem-x-18, prob18.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob18.pddl,IPC1998,assembly
 assem-x-19, prob19.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob19.pddl,IPC1998,assembly
 assem-x-20, prob20.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob20.pddl,IPC1998,assembly
 assem-x-21, prob21.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob21.pddl,IPC1998,assembly
 assem-x-22, prob22.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob22.pddl,IPC1998,assembly
 assem-x-23, prob23.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob23.pddl,IPC1998,assembly
 assem-x-24, prob24.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob24.pddl,IPC1998,assembly
 assem-x-25, prob25.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob25.pddl,IPC1998,assembly
 assem-x-26, prob26.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob26.pddl,IPC1998,assembly
 assem-x-27, prob27.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob27.pddl,IPC1998,assembly
 assem-x-28, prob28.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob28.pddl,IPC1998,assembly
 assem-x-29, prob29.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob29.pddl,IPC1998,assembly
 assem-x-30, prob30.pddl,  CompetitionsResults/IPC1998/domains/assembly/prob30.pddl,IPC1998,assembly
 strips-gripper-x-1, prob01.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob01.pddl,IPC1998,gripper
 strips-gripper-x-2, prob02.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob02.pddl,IPC1998,gripper
 strips-gripper-x-3, prob03.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob03.pddl,IPC1998,gripper
 strips-gripper-x-4, prob04.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob04.pddl,IPC1998,gripper
 strips-gripper-x-5, prob05.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob05.pddl,IPC1998,gripper
 strips-gripper-x-6, prob06.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob06.pddl,IPC1998,gripper
 strips-gripper-x-7, prob07.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob07.pddl,IPC1998,gripper
 strips-gripper-x-8, prob08.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob08.pddl,IPC1998,gripper
 strips-gripper-x-9, prob09.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob09.pddl,IPC1998,gripper
 strips-gripper-x-10, prob10.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob10.pddl,IPC1998,gripper
 strips-gripper-x-11, prob11.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob11.pddl,IPC1998,gripper
 strips-gripper-x-12, prob12.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob12.pddl,IPC1998,gripper
 strips-gripper-x-13, prob13.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob13.pddl,IPC1998,gripper
 strips-gripper-x-14, prob14.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob14.pddl,IPC1998,gripper
 strips-gripper-x-15, prob15.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob15.pddl,IPC1998,gripper
 strips-gripper-x-16, prob16.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob16.pddl,IPC1998,gripper
 strips-gripper-x-17, prob17.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob17.pddl,IPC1998,gripper
 strips-gripper-x-18, prob18.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob18.pddl,IPC1998,gripper
 strips-gripper-x-19, prob19.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob19.pddl,IPC1998,gripper
 strips-gripper-x-20, prob20.pddl,  CompetitionsResults/IPC1998/domains/gripper/prob20.pddl,IPC1998,gripper
 strips-log-x-1, prob01.pddl,  CompetitionsResults/IPC1998/domains/logistics/prob01.pddl,IPC1998,logistics
 strips-log-x-2, prob02.pddl,  CompetitionsResults/IPC1998/domains/logistics/prob02.pddl,IPC1998,logistics
 strips-log-x-3, prob03.pddl,  CompetitionsResults/IPC1998/domains/logistics/prob03.pddl,IPC1998,logistics
 strips-log-x-4, prob04.pddl,  CompetitionsResults/IPC1998/domains/logistics/prob04.pddl,IPC1998,logistics
