"","com","planner","dom","gn","Class","Cfactor","Cresp","Ctran","R2","Dist"
"590","IPC2000","ipp","blocks","BLOCKS-10-0",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-3.41824640092989
"593","IPC2000","hsp2","blocks","BLOCKS-10-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"595","IPC2000","stan","blocks","BLOCKS-10-1",1,"D","Time","D^-6vTime^-0.1",0.267100223149559,-19.3075561043614
"596","IPC2000","ff","blocks","BLOCKS-10-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"597","IPC2000","mips","blocks","BLOCKS-10-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"599","IPC2000","ipp","blocks","BLOCKS-10-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"600","IPC2000","system-r","blocks","BLOCKS-10-1",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"601","IPC2000","altalt","blocks","BLOCKS-10-1",1,"D","Time","D^-6vTime^-0.1",0.471037066879222,-159.002651975089
"604","IPC2000","blackbox","blocks","BLOCKS-10-1",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-2.41562006500277
"605","IPC2000","system-r","blocks","BLOCKS-10-2",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"606","IPC2000","blackbox","blocks","BLOCKS-10-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-2.90410954635291
"607","IPC2000","stan","blocks","BLOCKS-10-2",1,"D","Time","D^-6vTime^-0.1",0.267100223149559,-36.9368178361679
"609","IPC2000","ff","blocks","BLOCKS-10-2",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"610","IPC2000","tokenplan","blocks","BLOCKS-10-2",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"613","IPC2000","ipp","blocks","BLOCKS-10-2",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"614","IPC2000","hsp2","blocks","BLOCKS-10-2",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-0.829367499861842
"615","IPC2000","mips","blocks","BLOCKS-10-2",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-55.2001031910373
"617","IPC2000","blackbox","blocks","BLOCKS-11-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"618","IPC2000","ff","blocks","BLOCKS-11-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"620","IPC2000","grt","blocks","BLOCKS-11-0",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"621","IPC2000","system-r","blocks","BLOCKS-11-0",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"622","IPC2000","ipp","blocks","BLOCKS-11-0",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-4.56749736116895
"623","IPC2000","stan","blocks","BLOCKS-11-0",1,"D","Time","D^-6vTime^-0.1",0.267100223149559,-3.15480184275948
"626","IPC2000","hsp2","blocks","BLOCKS-11-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-8.79015480307281
"627","IPC2000","mips","blocks","BLOCKS-11-0",2,"D","Time","D^-6vTime^-0.1",0.973029894837805,-46.3401885747643
"641","IPC2000","blackbox","blocks","BLOCKS-11-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-55.0260962701487
"642","IPC2000","mips","blocks","BLOCKS-11-2",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-55.3133731824851
"643","IPC2000","stan","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"645","IPC2000","ff","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"647","IPC2000","hsp2","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"648","IPC2000","system-r","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"649","IPC2000","ipp","blocks","BLOCKS-11-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-0.776946228807667
"650","IPC2000","tokenplan","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"654","IPC2000","hsp2","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-0.641506732628365
"655","IPC2000","stan","blocks","BLOCKS-12-0",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"656","IPC2000","ipp","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-42.6569500932045
"657","IPC2000","altalt","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.471037066879222,-206.003132542738
"658","IPC2000","ff","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1
"659","IPC2000","system-r","blocks","BLOCKS-12-0",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"661","IPC2000","tokenplan","blocks","BLOCKS-12-0",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"662","IPC2000","mips","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-226.100468565866
"663","IPC2000","blackbox","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-186.704794079561
"665","IPC2000","hsp2","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"666","IPC2000","stan","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"668","IPC2000","tokenplan","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"669","IPC2000","ipp","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"670","IPC2000","mips","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"671","IPC2000","system-r","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"672","IPC2000","ff","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"673","IPC2000","altalt","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"676","IPC2000","blackbox","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"944","IPC2000","propplan","blocks","BLOCKS-4-0",2,"D","Time","D^-6vTime^-0.1",0.988670800945,-22.0091083835166
"945","IPC2000","ff","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"946","IPC2000","bddplan","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"947","IPC2000","ipp","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"948","IPC2000","system-r","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"949","IPC2000","mips","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"950","IPC2000","grt","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"951","IPC2000","stan","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"952","IPC2000","blackbox","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"953","IPC2000","hsp2","blocks","BLOCKS-4-0",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-0.89995760736662
"954","IPC2000","altalt","blocks","BLOCKS-4-0",1,"D","Time","D^-6vTime^-0.1",0.471037066879222,-699.337142021788
"955","IPC2000","tokenplan","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"956","IPC2000","mips","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"957","IPC2000","stan","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"958","IPC2000","ipp","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"959","IPC2000","system-r","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"960","IPC2000","grt","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"961","IPC2000","hsp2","blocks","BLOCKS-4-1",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-1.1094032413895
"962","IPC2000","propplan","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"963","IPC2000","bddplan","blocks","BLOCKS-4-1",1,"D","Time","D^-6vTime^-0.1",0.997130889908925,-16.0640814187534
"964","IPC2000","ff","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"965","IPC2000","blackbox","blocks","BLOCKS-4-1",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-43.6276338254172
"966","IPC2000","altalt","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"967","IPC2000","tokenplan","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"968","IPC2000","system-r","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"969","IPC2000","blackbox","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-132.449051899489
"970","IPC2000","propplan","blocks","BLOCKS-4-2",1,"D","Time","D^-6vTime^-0.1",0.988670800945,-3385.38666034197
"971","IPC2000","grt","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"972","IPC2000","stan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"973","IPC2000","bddplan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"974","IPC2000","tokenplan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"975","IPC2000","mips","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"976","IPC2000","ipp","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-7.59091284317441
"977","IPC2000","ff","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"978","IPC2000","hsp2","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-1.05828069586619
"979","IPC2000","altalt","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"980","IPC2000","system-r","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"981","IPC2000","bddplan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"982","IPC2000","stan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"983","IPC2000","altalt","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"984","IPC2000","mips","blocks","BLOCKS-5-0",2,"D","Time","D^-6vTime^-0.1",0.973029894837805,-708.906593967093
"985","IPC2000","blackbox","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"986","IPC2000","ff","blocks","BLOCKS-5-0",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1
"987","IPC2000","tokenplan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"988","IPC2000","grt","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"989","IPC2000","ipp","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"990","IPC2000","hsp2","blocks","BLOCKS-5-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-141.357174788995
"991","IPC2000","propplan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"992","IPC2000","system-r","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"993","IPC2000","bddplan","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.997130889908925,-539.628500788876
"994","IPC2000","grt","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.285181787317707,-61895.4000596545
"995","IPC2000","blackbox","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-100.67471505909
"996","IPC2000","altalt","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"997","IPC2000","ipp","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-14.1232654747012
"998","IPC2000","propplan","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"999","IPC2000","hsp2","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1000","IPC2000","ff","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,6134.45859909132
"1001","IPC2000","mips","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-11568.5341981638
"1002","IPC2000","stan","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1003","IPC2000","tokenplan","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"1004","IPC2000","altalt","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"1005","IPC2000","hsp2","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-32.0156360822857
"1006","IPC2000","tokenplan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"1007","IPC2000","ff","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1.00000000000001
"1008","IPC2000","stan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1009","IPC2000","propplan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1010","IPC2000","blackbox","blocks","BLOCKS-5-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-401.606486809743
"1011","IPC2000","ipp","blocks","BLOCKS-5-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-62.0434238208694
"1012","IPC2000","grt","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.285181787317707,-180713.458191071
"1013","IPC2000","bddplan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1014","IPC2000","mips","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1015","IPC2000","system-r","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.0937174934317385,0
"1016","IPC2000","tokenplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"1017","IPC2000","stan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1018","IPC2000","hsp2","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-12282.3318032382
"1019","IPC2000","mips","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1020","IPC2000","ff","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1021","IPC2000","ipp","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"1022","IPC2000","blackbox","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"1023","IPC2000","altalt","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"1024","IPC2000","system-r","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.0937174934317385,661.006886402671
"1025","IPC2000","grt","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.285181787317707,-74345.3859434655
"1026","IPC2000","bddplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1027","IPC2000","propplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1028","IPC2000","propplan","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1029","IPC2000","altalt","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"1030","IPC2000","hsp2","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-2.81894068463713
"1031","IPC2000","mips","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-95670.4392831013
"1032","IPC2000","tokenplan","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"1033","IPC2000","blackbox","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-205089.693482636
"1034","IPC2000","ff","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,38536.4369205578
"1035","IPC2000","system-r","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.0937174934317385,623.364614473827
"1036","IPC2000","ipp","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-33523.2340922048
"1037","IPC2000","stan","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.267100223149559,-95.106334198274
"1038","IPC2000","bddplan","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.997130889908925,-8.92077391377251
"1039","IPC2000","grt","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.285181787317707,-11638.5839039341
"1040","IPC2000","bddplan","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.997130889908925,-1.50068550124942
"1041","IPC2000","propplan","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1042","IPC2000","altalt","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"1043","IPC2000","ff","blocks","BLOCKS-6-2",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,1711.46378589586
"1044","IPC2000","stan","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1045","IPC2000","grt","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"1046","IPC2000","mips","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-77012.2697696961
"1047","IPC2000","tokenplan","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.130487315199316,0
"1048","IPC2000","ipp","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-199.457753317607
"1049","IPC2000","system-r","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.0937174934317385,623.364614473827
"1050","IPC2000","blackbox","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-3938.54092636337
"1051","IPC2000","hsp2","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-20037.6318032382
"1052","IPC2000","propplan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1053","IPC2000","system-r","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.0937174934317385,657.264347559645
"1054","IPC2000","stan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1055","IPC2000","bddplan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1056","IPC2000","altalt","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.471037066879222,0
"1057","IPC2000","ipp","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-10706.8434004597
"1058","IPC2000","hsp2","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1059","IPC2000","mips","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-117510.439283101
"1060","IPC2000","blackbox","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"1061","IPC2000","ff","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1062","IPC2000","tokenplan","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.130487315199316,53731.6032412196
"1063","IPC2000","grt","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
"1064","IPC2000","propplan","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1065","IPC2000","system-r","blocks","BLOCKS-7-1",1,"D","Time","D^-6vTime^-0.1",0.0937174934317385,657.264347559645
"1066","IPC2000","hsp2","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1067","IPC2000","mips","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1068","IPC2000","bddplan","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1069","IPC2000","ff","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1070","IPC2000","stan","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.267100223149559,0
"1071","IPC2000","ipp","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"1072","IPC2000","grt","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.285181787317707,0
