id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
7_7819772,strips-gripper-x-1,carry_ball4_left,7819772,7,f,12,3,0,2,7,0,9,0,0,2,7,0,12,0
2_6222973,strips-gripper-x-1,noop_at-robby_roomb,6222973,2,a,20,1,0,0,19,0,20,1,0,0,19,0,21,0
6_3285783,strips-gripper-x-1,drop_ball2_roomb_left,3285783,6,a,42,5,0,1,36,0,39,2,0,1,36,0,44,0
7_2370270,strips-gripper-x-1,at_ball4_rooma,2370270,7,f,8,3,0,2,3,0,5,0,0,2,3,0,8,0
3_7885061,strips-gripper-x-1,carry_ball2_right,7885061,3,f,11,2,0,2,7,0,12,3,0,2,7,0,14,0
1_5086808,strips-gripper-x-1,carry_ball2_left,5086808,1,f,8,1,0,0,7,0,9,2,0,0,7,0,10,0
2_1919301,strips-gripper-x-1,drop_ball2_rooma_left,1919301,2,a,33,5,0,1,27,0,30,2,0,1,27,0,35,0
5_6042027,strips-gripper-x-1,noop_room_rooma,6042027,5,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
5_3870405,strips-gripper-x-1,pick_ball2_roomb_right,3870405,5,a,44,6,0,2,36,0,39,1,0,2,36,0,45,0
3_6408870,strips-gripper-x-1,drop_ball3_roomb_left,6408870,3,a,42,5,0,1,36,0,39,2,0,1,36,0,44,0
4_1427260,strips-gripper-x-1,noop_carry_ball1_left,1427260,4,a,28,1,0,0,27,0,28,1,0,0,27,0,29,0
2_162696,strips-gripper-x-1,drop_ball1_roomb_left,162696,2,a,36,5,0,1,30,0,33,2,0,1,30,0,38,0
4_2370270,strips-gripper-x-1,at_ball4_rooma,2370270,4,f,8,3,0,2,3,0,8,3,0,2,3,0,11,0
4_2707890,strips-gripper-x-1,noop_carry_ball3_right,2707890,4,a,28,1,0,0,27,0,28,1,0,0,27,0,29,0
0_2735358,strips-gripper-x-1,noop_gripper_left,2735358,0,a,1,0,1,0,0,0,1,1,0,0,0,0,2,0
6_4931486,strips-gripper-x-1,noop_carry_ball2_right,4931486,6,a,28,1,0,0,27,0,28,1,0,0,27,0,29,0
3_3950085,strips-gripper-x-1,pick_ball4_rooma_left,3950085,3,a,47,6,0,2,39,0,42,1,0,2,39,0,48,0
