id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
0_5685975,strips-gripper-x-18,noop_ball_ball34,5685975,0,a,1,0,1,0,0,0,1,1,0,0,0,0,2,0
15_1842767,strips-gripper-x-18,drop_ball19_rooma_right,1842767,15,a,280,5,0,1,274,0,277,2,0,1,274,0,282,0
12_6495601,strips-gripper-x-18,pick_ball14_roomb_left,6495601,12,a,282,6,0,2,274,0,277,1,0,2,274,0,283,0
18_1144461,strips-gripper-x-18,drop_ball9_roomb_left,1144461,18,a,280,5,0,1,274,0,277,2,0,1,274,0,282,0
3_2840839,strips-gripper-x-18,pick_ball10_roomb_right,2840839,3,a,282,6,0,2,274,0,277,1,0,2,274,0,283,0
3_4141530,strips-gripper-x-18,noop_carry_ball16_right,4141530,3,a,198,1,0,0,197,0,198,1,0,0,197,0,199,0
7_3508363,strips-gripper-x-18,ball_ball38,3508363,7,f,1,1,0,0,0,0,9,9,0,0,0,0,10,0
19_5685466,strips-gripper-x-18,noop_ball_ball17,5685466,19,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
17_6991654,strips-gripper-x-18,carry_ball6_right,6991654,17,f,46,3,0,2,41,0,46,3,0,2,41,0,49,0
13_4797015,strips-gripper-x-18,noop_at_ball27_roomb,4797015,13,a,12,1,0,0,11,0,12,1,0,0,11,0,13,0
19_1269716,strips-gripper-x-18,at_ball28_roomb,1269716,19,f,8,3,0,2,3,0,8,3,0,2,3,0,11,0
8_206599,strips-gripper-x-18,drop_ball18_roomb_right,206599,8,a,280,5,0,1,274,0,277,2,0,1,274,0,282,0
17_7863885,strips-gripper-x-18,pick_ball17_roomb_left,7863885,17,a,282,6,0,2,274,0,277,1,0,2,274,0,283,0
14_6742808,strips-gripper-x-18,noop_at_ball32_rooma,6742808,14,a,12,1,0,0,11,0,12,1,0,0,11,0,13,0
6_1968883,strips-gripper-x-18,drop_ball15_roomb_right,1968883,6,a,280,5,0,1,274,0,277,2,0,1,274,0,282,0
22_3507852,strips-gripper-x-18,ball_ball19,3507852,22,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2_3507850,strips-gripper-x-18,ball_ball17,3507850,2,f,1,1,0,0,0,0,7,7,0,0,0,0,8,0
