id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
2_7475246,strips-mysty-x-25,noop_craves_rest_wurst,7475246,2,a,33,1,0,0,32,0,33,1,0,0,32,0,34,0
2_5011789,strips-mysty-x-25,noop_pleasure_rest,5011789,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_2316802,strips-mysty-x-25,eats_chicken_pistachio,2316802,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
0_1688352,strips-mysty-x-25,noop_craves_rest_pistachio,1688352,0,a,3,0,0,0,3,0,4,1,0,0,3,0,4,0
4_3913162,strips-mysty-x-25,locale_pistachio_kentucky,3913162,4,f,17,3,0,0,14,0,14,0,0,0,14,0,17,0
2_1652996,strips-mysty-x-25,noop_craves_rest_chicken,1652996,2,a,37,1,0,0,36,0,37,1,0,0,36,0,38,0
2_990123,strips-mysty-x-25,feast_rest_wurst_pistachio_bosnia_kentucky,990123,2,a,52,7,0,2,43,0,47,2,0,2,43,0,54,0
3_2089780,strips-mysty-x-25,noop_locale_wurst_bosnia,2089780,3,a,15,1,0,0,14,0,15,1,0,0,14,0,16,0
1_3765686,strips-mysty-x-25,feast_rest_tuna_pistachio_kentucky_bavaria,3765686,1,a,43,7,0,2,34,0,38,2,0,2,34,0,45,0
2_7430051,strips-mysty-x-25,feast_rest_pistachio_chicken_pennsylvania_surrey,7430051,2,a,51,7,0,2,42,0,44,2,0,0,42,0,53,0
2_7375978,strips-mysty-x-25,locale_tuna_bosnia,7375978,2,f,11,2,0,0,9,0,10,1,0,0,9,0,12,0
0_2161368,strips-mysty-x-25,pleasure_expectation,2161368,0,f,0,0,0,0,0,0,2,0,2,0,0,0,2,0
3_2803555,strips-mysty-x-25,noop_province_moravia,2803555,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_2508438,strips-mysty-x-25,feast_expectation_pistachio_tuna_pennsylvania_surrey,2508438,2,a,52,7,0,2,43,0,47,2,0,2,43,0,54,0
3_5147324,strips-mysty-x-25,succumb_depression_expectation_pistachio_jupiter_uranus,5147324,3,a,63,7,0,2,54,0,58,2,0,2,54,0,65,0
2_5177015,strips-mysty-x-25,food_pistachio,5177015,2,f,1,1,0,0,0,0,27,27,0,0,0,0,28,0
1_3284881,strips-mysty-x-25,eats_chicken_wurst,3284881,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
2_6251602,strips-mysty-x-25,feast_expectation_chicken_pistachio_kentucky_bavaria,6251602,2,a,44,7,0,2,35,0,38,2,0,1,35,0,46,0
3_1852799,strips-mysty-x-25,feast_expectation_chicken_wurst_bosnia_kentucky,1852799,3,a,55,7,0,2,46,0,50,2,0,2,46,0,57,0
0_946496,strips-mysty-x-25,eats_pistachio_chicken,946496,0,f,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3_3609191,strips-mysty-x-25,attacks_bavaria_pennsylvania,3609191,3,f,1,1,0,0,0,0,7,7,0,0,0,0,8,0
4_1672646,strips-mysty-x-25,eats_pistachio_tuna,1672646,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3_7524091,strips-mysty-x-25,noop_locale_pistachio_moravia,7524091,3,a,64,1,0,0,63,0,64,1,0,0,63,0,65,0
0_6868372,strips-mysty-x-25,eats_wurst_chicken,6868372,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_2417845,strips-mysty-x-25,eats_wurst_tuna,2417845,1,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
3_5177015,strips-mysty-x-25,food_pistachio,5177015,3,f,1,1,0,0,0,0,37,37,0,0,0,0,38,0
3_2417845,strips-mysty-x-25,eats_wurst_tuna,2417845,3,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_2833425,strips-mysty-x-25,eats_wurst_pistachio,2833425,3,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_651352,strips-mysty-x-25,noop_food_chicken,651352,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
4_2966295,strips-mysty-x-25,harmony_expectation_uranus,2966295,4,f,10,6,0,1,3,0,5,0,0,2,3,0,11,0
3_3676811,strips-mysty-x-25,noop_harmony_expectation_uranus,3676811,3,a,11,1,0,0,10,0,11,1,0,0,10,0,12,0
2_3183327,strips-mysty-x-25,craves_rest_tuna,3183327,2,f,15,3,0,3,9,0,18,5,0,4,9,0,21,0
4_6868372,strips-mysty-x-25,eats_wurst_chicken,6868372,4,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3_4645555,strips-mysty-x-25,succumb_angina_rest_pistachio_neptune_earth,4645555,3,a,69,7,0,2,60,0,64,2,0,2,60,0,71,0
3_7475246,strips-mysty-x-25,noop_craves_rest_wurst,7475246,3,a,41,1,0,0,40,0,41,1,0,0,40,0,42,0
4_3183327,strips-mysty-x-25,craves_rest_tuna,3183327,4,f,16,6,0,3,7,0,11,0,0,4,7,0,17,0
4_590840,strips-mysty-x-25,locale_pistachio_surrey,590840,4,f,16,7,0,5,4,0,10,0,0,6,4,0,17,0
0_1677228,strips-mysty-x-25,attacks_pennsylvania_surrey,1677228,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1981050,strips-mysty-x-25,noop_province_kentucky,1981050,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_6960463,strips-mysty-x-25,feast_expectation_tuna_pistachio_bosnia_kentucky,6960463,2,a,44,7,0,2,35,0,39,2,0,2,35,0,46,0
2_4583545,strips-mysty-x-25,feast_expectation_tuna_pistachio_kentucky_bavaria,4583545,2,a,48,7,0,2,39,0,43,2,0,2,39,0,50,0
2_3163114,strips-mysty-x-25,planet_earth,3163114,2,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
1_1872427,strips-mysty-x-25,noop_food_tuna,1872427,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_912232,strips-mysty-x-25,orbits_neptune_earth,912232,1,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
3_935205,strips-mysty-x-25,feast_expectation_pistachio_tuna_surrey_moravia,935205,3,a,99,7,0,2,90,0,93,2,0,1,90,0,101,0
0_3609191,strips-mysty-x-25,attacks_bavaria_pennsylvania,3609191,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_4671863,strips-mysty-x-25,feast_rest_chicken_pistachio_kentucky_bavaria,4671863,2,a,51,7,0,2,42,0,46,2,0,2,42,0,53,0
2_5196298,strips-mysty-x-25,orbits_uranus_neptune,5196298,2,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
2_7882414,strips-mysty-x-25,noop_eats_tuna_wurst,7882414,2,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_3759590,strips-mysty-x-25,overcome_depression_rest_wurst_uranus_neptune,3759590,3,a,72,9,0,2,61,0,65,2,0,2,61,0,74,0
3_7100990,strips-mysty-x-25,succumb_depression_rest_wurst_neptune_earth,7100990,3,a,71,7,0,2,62,0,66,2,0,2,62,0,73,0
