id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
<<<<<<< HEAD
2_4876640,strips-log-x-2,unload-airplane_package4_plane3_city7-2,4876640,2,a,138,5,0,1,132,0,134,1,0,1,132,0,139,0
3_537946,strips-log-x-2,unload-airplane_package4_plane2_city5-2,537946,3,a,254,5,0,1,248,0,250,1,0,1,248,0,255,0
3_6695299,strips-log-x-2,fly-airplane_plane3_city4-2_city1-2,6695299,3,a,207,4,0,1,202,0,204,1,0,1,202,0,208,0
3_762313,strips-log-x-2,at_plane2_city7-2,762313,3,f,28,10,0,9,9,0,34,16,0,9,9,0,44,0
4_7783563,strips-log-x-2,at_package5_city4-2,7783563,4,f,19,4,0,0,15,0,21,6,0,0,15,0,25,0
3_475401,strips-log-x-2,load-truck_package4_truck3_city3-2,475401,3,a,249,5,0,1,243,0,244,1,0,0,243,0,250,0
3_6474215,strips-log-x-2,fly-airplane_plane3_city8-2_city10-2,6474215,3,a,207,4,0,1,202,0,204,1,0,1,202,0,208,0
5_4680032,strips-log-x-2,unload-airplane_package4_plane3_city4-2,4680032,5,a,304,5,0,1,298,0,300,1,0,1,298,0,305,0
4_6764990,strips-log-x-2,load-airplane_package3_plane4_city2-2,6764990,4,a,288,5,0,1,282,0,284,1,0,1,282,0,289,0
3_7885942,strips-log-x-2,fly-airplane_plane2_city10-2_city3-2,7885942,3,a,167,4,0,1,162,0,164,1,0,1,162,0,168,0
5_5411578,strips-log-x-2,unload-airplane_package5_plane2_city3-2,5411578,5,a,295,5,0,1,289,0,291,1,0,1,289,0,296,0
5_5253607,strips-log-x-2,unload-airplane_package1_plane1_city4-2,5253607,5,a,295,5,0,1,289,0,291,1,0,1,289,0,296,0
1_4599491,strips-log-x-2,fly-airplane_plane1_city4-2_city1-2,4599491,1,a,108,4,0,1,103,0,105,1,0,1,103,0,109,0
6_6582693,strips-log-x-2,fly-airplane_plane2_city1-2_city2-2,6582693,6,a,204,4,0,1,199,0,201,1,0,1,199,0,205,0
2_5993541,strips-log-x-2,fly-airplane_plane1_city1-2_city9-2,5993541,2,a,115,4,0,1,110,0,112,1,0,1,110,0,116,0
5_3903621,strips-log-x-2,at_package4_city9-2,3903621,5,f,34,6,0,4,24,0,35,6,0,5,24,0,41,0
6_5712931,strips-log-x-2,fly-airplane_plane2_city4-2_city2-2,5712931,6,a,204,4,0,1,199,0,201,1,0,1,199,0,205,0
3_3822388,strips-log-x-2,fly-airplane_plane2_city2-2_city5-2,3822388,3,a,167,4,0,1,162,0,164,1,0,1,162,0,168,0
1_5018866,strips-log-x-2,noop_airplane_plane4,5018866,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
7_4475737,strips-log-x-2,in_package2_plane1,4475737,7,f,45,11,0,10,24,0,34,0,0,10,24,0,45,0
2_3953460,strips-log-x-2,fly-airplane_plane2_city2-2_city7-2,3953460,2,a,123,4,0,1,118,0,120,1,0,1,118,0,124,0
6_7458646,strips-log-x-2,unload-airplane_package3_plane1_city7-2,7458646,6,a,330,5,0,1,324,0,326,1,0,1,324,0,331,0
5_712137,strips-log-x-2,at_plane4_city10-2,712137,5,f,28,10,0,9,9,0,38,20,0,9,9,0,48,0
3_4748559,strips-log-x-2,load-truck_package4_truck4_city4-2,4748559,3,a,250,5,0,1,244,0,246,1,0,1,244,0,251,0
6_1988052,strips-log-x-2,in-city_city4-1_city4,1988052,6,f,1,1,0,0,0,0,3,3,0,0,0,0,4,0
4_2345008,strips-log-x-2,fly-airplane_plane2_city8-2_city9-2,2345008,4,a,187,4,0,1,182,0,184,1,0,1,182,0,188,0
5_2405245,strips-log-x-2,load-airplane_package3_plane1_city6-2,2405245,5,a,304,5,0,1,298,0,300,1,0,1,298,0,305,0
6_4179772,strips-log-x-2,at_package3_city10-1,4179772,6,f,37,1,0,0,36,0,38,2,0,0,36,0,39,0
1_4739220,strips-log-x-2,fly-airplane_plane3_city2-2_city3-2,4739220,1,a,110,4,0,1,105,0,107,1,0,1,105,0,111,0
5_5267596,strips-log-x-2,unload-truck_package5_truck5_city5-2,5267596,5,a,137,5,0,1,131,0,133,1,0,1,131,0,138,0
3_2661384,strips-log-x-2,truck_truck5,2661384,3,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_1819752,strips-log-x-2,noop_at_plane3_city4-2,1819752,3,a,197,1,0,0,196,0,197,1,0,0,196,0,198,0
1_3715161,strips-log-x-2,airplane_plane2,3715161,1,f,1,1,0,0,0,0,96,96,0,0,0,0,97,0
3_7621940,strips-log-x-2,fly-airplane_plane1_city3-2_city2-2,7621940,3,a,167,4,0,1,162,0,164,1,0,1,162,0,168,0
1_2773648,strips-log-x-2,noop_location_city3-1,2773648,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
5_257768,strips-log-x-2,airport_city3-2,257768,5,f,1,1,0,0,0,0,73,73,0,0,0,0,74,0
3_1148821,strips-log-x-2,unload-airplane_package4_plane4_city8-2,1148821,3,a,254,5,0,1,248,0,250,1,0,1,248,0,255,0
5_200978,strips-log-x-2,fly-airplane_plane4_city4-2_city8-2,200978,5,a,195,4,0,1,190,0,192,1,0,1,190,0,196,0
1_1174689,strips-log-x-2,fly-airplane_plane3_city6-2_city7-2,1174689,1,a,110,4,0,1,105,0,107,1,0,1,105,0,111,0
3_2904721,strips-log-x-2,noop_location_city5-2,2904721,3,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
3_4969935,strips-log-x-2,at_plane3_city7-2,4969935,3,f,37,10,0,9,18,0,43,16,0,9,18,0,53,0
4_2470781,strips-log-x-2,load-airplane_package3_plane1_city7-2,2470781,4,a,288,5,0,1,282,0,284,1,0,1,282,0,289,0
6_4544748,strips-log-x-2,load-airplane_package5_plane1_city8-2,4544748,6,a,312,5,0,1,306,0,308,1,0,1,306,0,313,0
6_1837099,strips-log-x-2,noop_obj_package5,1837099,6,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
4_3703181,strips-log-x-2,load-airplane_package4_plane4_city1-2,3703181,4,a,288,5,0,1,282,0,284,1,0,1,282,0,289,0
4_4935642,strips-log-x-2,location_city1-1,4935642,4,f,1,1,0,0,0,0,5,5,0,0,0,0,6,0
3_2708948,strips-log-x-2,fly-airplane_plane1_city2-2_city4-2,2708948,3,a,167,4,0,1,162,0,164,1,0,1,162,0,168,0
4_3868823,strips-log-x-2,in_package5_truck1,3868823,4,f,19,2,0,2,15,0,20,3,0,2,15,0,22,0
4_1927947,strips-log-x-2,noop_at_package5_city4-2,1927947,4,a,109,1,0,0,108,0,109,1,0,0,108,0,110,0
1_1642578,strips-log-x-2,fly-airplane_plane1_city5-2_city1-2,1642578,1,a,108,4,0,1,103,0,105,1,0,1,103,0,109,0
5_4509364,strips-log-x-2,fly-airplane_plane3_city10-2_city9-2,4509364,5,a,195,4,0,1,190,0,192,1,0,1,190,0,196,0
3_1885288,strips-log-x-2,noop_at_plane3_city5-2,1885288,3,a,197,1,0,0,196,0,197,1,0,0,196,0,198,0
3_874132,strips-log-x-2,fly-airplane_plane4_city1-2_city5-2,874132,3,a,167,4,0,1,162,0,164,1,0,1,162,0,168,0
