id,gn,name,hash,time,type,ind,iid,iod,idd,ixd,isd,otd,oid,ood,odd,oxd,osd,ad,bc
2_4749174,strips-movie-x-1,have-pop,4749174,2,f,6,6,0,0,0,0,0,0,0,0,0,0,6,0
0_2199232,strips-movie-x-1,dip_d1,2199232,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_1629719,strips-movie-x-1,cheese_z2,1629719,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_6779686,strips-movie-x-1,noop_dip_d5,6779686,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_2248800,strips-movie-x-1,have-chips,2248800,1,f,5,5,0,0,0,0,1,1,0,0,0,0,6,0
0_2402012,strips-movie-x-1,get-crackers_k1,2402012,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_3452036,strips-movie-x-1,get-cheese_z3,3452036,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
2_2248800,strips-movie-x-1,have-chips,2248800,2,f,6,6,0,0,0,0,0,0,0,0,0,0,6,0
0_4253359,strips-movie-x-1,get-dip_d4,4253359,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2_5684318,strips-movie-x-1,crackers_k4,5684318,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0_2199233,strips-movie-x-1,dip_d2,2199233,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_3452038,strips-movie-x-1,get-cheese_z5,3452038,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_3801590,strips-movie-x-1,have-cheese,3801590,1,f,5,5,0,0,0,0,1,1,0,0,0,0,6,0
0_5684317,strips-movie-x-1,crackers_k3,5684317,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_5684315,strips-movie-x-1,crackers_k1,5684315,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
1_1618040,strips-movie-x-1,noop_counter-at-zero,1618040,1,a,4,1,0,0,3,0,4,1,0,0,3,0,5,0
0_2402015,strips-movie-x-1,get-crackers_k4,2402015,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_3452037,strips-movie-x-1,get-cheese_z4,3452037,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
1_5684318,strips-movie-x-1,crackers_k4,5684318,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
0_838639,strips-movie-x-1,noop_cheese_z1,838639,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_804664,strips-movie-x-1,noop_movie-rewound,804664,1,a,3,1,0,0,2,0,3,1,0,0,2,0,4,0
2_3801590,strips-movie-x-1,have-cheese,3801590,2,f,6,6,0,0,0,0,0,0,0,0,0,0,6,0
0_3309120,strips-movie-x-1,get-pop_p4,3309120,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_838643,strips-movie-x-1,noop_cheese_z5,838643,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
0_1629721,strips-movie-x-1,cheese_z4,1629721,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_3452034,strips-movie-x-1,get-cheese_z1,3452034,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0_5835446,strips-movie-x-1,noop_pop_p4,5835446,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_5835445,strips-movie-x-1,noop_pop_p3,5835445,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_3452035,strips-movie-x-1,get-cheese_z2,3452035,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
2_3961206,strips-movie-x-1,have-dip,3961206,2,f,6,6,0,0,0,0,0,0,0,0,0,0,6,0
2_5684316,strips-movie-x-1,crackers_k2,5684316,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0_1629718,strips-movie-x-1,cheese_z1,1629718,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_3309121,strips-movie-x-1,get-pop_p5,3309121,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0_1010155,strips-movie-x-1,noop_chips_c5,1010155,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_3309120,strips-movie-x-1,get-pop_p4,3309120,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
1_5835443,strips-movie-x-1,noop_pop_p1,5835443,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_5684319,strips-movie-x-1,crackers_k5,5684319,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
2_1629720,strips-movie-x-1,cheese_z3,1629720,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0_4253358,strips-movie-x-1,get-dip_d3,4253358,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_2402013,strips-movie-x-1,get-crackers_k2,2402013,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
1_4749174,strips-movie-x-1,have-pop,4749174,1,f,5,5,0,0,0,0,1,1,0,0,0,0,6,0
2_2199236,strips-movie-x-1,dip_d5,2199236,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1_3309119,strips-movie-x-1,get-pop_p3,3309119,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
1_6779682,strips-movie-x-1,noop_dip_d1,6779682,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
1_7824343,strips-movie-x-1,have-crackers,7824343,1,f,5,5,0,0,0,0,1,1,0,0,0,0,6,0
0_838640,strips-movie-x-1,noop_cheese_z2,838640,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0_5295014,strips-movie-x-1,chips_c1,5295014,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_1629719,strips-movie-x-1,cheese_z2,1629719,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
2_5684315,strips-movie-x-1,crackers_k1,5684315,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1_464311,strips-movie-x-1,noop_have-pop,464311,1,a,6,1,0,0,5,0,6,1,0,0,5,0,7,0
1_2199234,strips-movie-x-1,dip_d3,2199234,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
0_6779682,strips-movie-x-1,noop_dip_d1,6779682,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0_5684315,strips-movie-x-1,crackers_k1,5684315,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_7861935,strips-movie-x-1,noop_crackers_k5,7861935,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
0_6779683,strips-movie-x-1,noop_dip_d2,6779683,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_2199235,strips-movie-x-1,dip_d4,2199235,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
1_7927453,strips-movie-x-1,get-chips_c1,7927453,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
1_7861933,strips-movie-x-1,noop_crackers_k3,7861933,1,a,1,1,0,0,0,0,1,1,0,0,0,0,2,0
2_5295016,strips-movie-x-1,chips_c3,5295016,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0_7927455,strips-movie-x-1,get-chips_c3,7927455,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_4253357,strips-movie-x-1,get-dip_d2,4253357,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
2_3172572,strips-movie-x-1,counter-at-other-than-two-hours,3172572,2,f,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0_1010153,strips-movie-x-1,noop_chips_c3,1010153,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0_838642,strips-movie-x-1,noop_cheese_z4,838642,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_1254995,strips-movie-x-1,pop_p3,1254995,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
1_4253358,strips-movie-x-1,get-dip_d3,4253358,1,a,2,1,0,0,1,0,2,1,0,0,1,0,3,0
0_5295017,strips-movie-x-1,chips_c4,5295017,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_5295016,strips-movie-x-1,chips_c3,5295016,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
1_3961206,strips-movie-x-1,have-dip,3961206,1,f,5,5,0,0,0,0,1,1,0,0,0,0,6,0
2_314337,strips-movie-x-1,counter-at-zero,314337,2,f,3,2,0,1,0,0,1,0,0,1,0,0,3,0
0_3452035,strips-movie-x-1,get-cheese_z2,3452035,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1_1254993,strips-movie-x-1,pop_p1,1254993,1,f,1,1,0,0,0,0,2,2,0,0,0,0,3,0
0_1010152,strips-movie-x-1,noop_chips_c2,1010152,0,a,0,0,0,0,0,0,1,1,0,0,0,0,1,0
