"","com","planner","dom","gn","Class","Cfactor","Cresp","Ctran","R2","Dist"
"621","IPC2000","system-r","blocks","BLOCKS-11-0",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-0.934804425497191
"622","IPC2000","ipp","blocks","BLOCKS-11-0",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-4.56749736116895
"623","IPC2000","stan","blocks","BLOCKS-11-0",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"626","IPC2000","hsp2","blocks","BLOCKS-11-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-8.79015480307281
"627","IPC2000","mips","blocks","BLOCKS-11-0",2,"D","Time","D^-6vTime^-0.1",0.973029894837805,-46.3401885747643
"641","IPC2000","blackbox","blocks","BLOCKS-11-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-55.0260962701487
"642","IPC2000","mips","blocks","BLOCKS-11-2",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-55.3133731824851
"643","IPC2000","stan","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"645","IPC2000","ff","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"647","IPC2000","hsp2","blocks","BLOCKS-11-2",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"648","IPC2000","system-r","blocks","BLOCKS-11-2",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-2.07928638723661
"649","IPC2000","ipp","blocks","BLOCKS-11-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-0.776946228807667
"650","IPC2000","tokenplan","blocks","BLOCKS-11-2",1,"D","Time","D^-6vTime^-0.1",0.9896894682468,-69.923296540211
"654","IPC2000","hsp2","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-0.641506732628365
"655","IPC2000","stan","blocks","BLOCKS-12-0",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"656","IPC2000","ipp","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-42.6569500932045
"657","IPC2000","altalt","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.656612885634543,-66.5359182782078
"658","IPC2000","ff","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1
"659","IPC2000","system-r","blocks","BLOCKS-12-0",2,"D","Time","D^-6vTime^-0.1",0.993992444288372,-12.8320091196028
"661","IPC2000","tokenplan","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.9896894682468,-32.0028180032701
"662","IPC2000","mips","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-226.100468565866
"663","IPC2000","blackbox","blocks","BLOCKS-12-0",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-186.704794079561
"665","IPC2000","hsp2","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"666","IPC2000","stan","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"668","IPC2000","tokenplan","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.9896894682468,0
"669","IPC2000","ipp","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"670","IPC2000","mips","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"671","IPC2000","system-r","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.993992444288372,0
"672","IPC2000","ff","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"673","IPC2000","altalt","blocks","BLOCKS-12-1",2,"D","Time","D^-6vTime^-0.1",0.656612885634543,-21.0611154892713
"676","IPC2000","blackbox","blocks","BLOCKS-12-1",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"944","IPC2000","propplan","blocks","BLOCKS-4-0",2,"D","Time","D^-6vTime^-0.1",0.988670800945,-22.0091083835166
"945","IPC2000","ff","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"946","IPC2000","bddplan","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"947","IPC2000","ipp","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"948","IPC2000","system-r","blocks","BLOCKS-4-0",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-13.7492609325888
"949","IPC2000","mips","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"950","IPC2000","grt","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"951","IPC2000","stan","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"952","IPC2000","blackbox","blocks","BLOCKS-4-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"953","IPC2000","hsp2","blocks","BLOCKS-4-0",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-0.89995760736662
"954","IPC2000","altalt","blocks","BLOCKS-4-0",1,"D","Time","D^-6vTime^-0.1",0.656612885634543,-505.505824343274
"955","IPC2000","tokenplan","blocks","BLOCKS-4-0",2,"D","Time","D^-6vTime^-0.1",0.9896894682468,-235.978989125521
"956","IPC2000","mips","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"957","IPC2000","stan","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"958","IPC2000","ipp","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"959","IPC2000","system-r","blocks","BLOCKS-4-1",2,"D","Time","D^-6vTime^-0.1",0.993992444288372,-19.8838037030732
"960","IPC2000","grt","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"961","IPC2000","hsp2","blocks","BLOCKS-4-1",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-1.1094032413895
"962","IPC2000","propplan","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"963","IPC2000","bddplan","blocks","BLOCKS-4-1",1,"D","Time","D^-6vTime^-0.1",0.997130889908925,-16.0640814187534
"964","IPC2000","ff","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"965","IPC2000","blackbox","blocks","BLOCKS-4-1",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-43.6276338254172
"966","IPC2000","altalt","blocks","BLOCKS-4-1",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"967","IPC2000","tokenplan","blocks","BLOCKS-4-1",1,"D","Time","D^-6vTime^-0.1",0.9896894682468,-2957.87239925417
"968","IPC2000","system-r","blocks","BLOCKS-4-2",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-1.650877483317
"969","IPC2000","blackbox","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-132.449051899489
"970","IPC2000","propplan","blocks","BLOCKS-4-2",1,"D","Time","D^-6vTime^-0.1",0.988670800945,-3385.38666034197
"971","IPC2000","grt","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"972","IPC2000","stan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"973","IPC2000","bddplan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"974","IPC2000","tokenplan","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.9896894682468,0
"975","IPC2000","mips","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"976","IPC2000","ipp","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-7.59091284317441
"977","IPC2000","ff","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"978","IPC2000","hsp2","blocks","BLOCKS-4-2",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-1.05828069586619
"979","IPC2000","altalt","blocks","BLOCKS-4-2",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"980","IPC2000","system-r","blocks","BLOCKS-5-0",2,"D","Time","D^-6vTime^-0.1",0.993992444288372,-2.41958645372222
"981","IPC2000","bddplan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"982","IPC2000","stan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"983","IPC2000","altalt","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"984","IPC2000","mips","blocks","BLOCKS-5-0",2,"D","Time","D^-6vTime^-0.1",0.973029894837805,-708.906593967093
"985","IPC2000","blackbox","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"986","IPC2000","ff","blocks","BLOCKS-5-0",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1
"987","IPC2000","tokenplan","blocks","BLOCKS-5-0",1,"D","Time","D^-6vTime^-0.1",0.9896894682468,-1011.25132914593
"988","IPC2000","grt","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"989","IPC2000","ipp","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"990","IPC2000","hsp2","blocks","BLOCKS-5-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-141.357174788995
"991","IPC2000","propplan","blocks","BLOCKS-5-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"992","IPC2000","system-r","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-13.9814422951763
"993","IPC2000","bddplan","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.997130889908925,-539.628500788876
"994","IPC2000","grt","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.506886552205593,-33196.7755537105
"995","IPC2000","blackbox","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-100.67471505909
"996","IPC2000","altalt","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"997","IPC2000","ipp","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-14.1232654747012
"998","IPC2000","propplan","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"999","IPC2000","hsp2","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1000","IPC2000","ff","blocks","BLOCKS-5-1",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,6134.45859909132
"1001","IPC2000","mips","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-11568.5341981638
"1002","IPC2000","stan","blocks","BLOCKS-5-1",1,"D","Time","D^-6vTime^-0.1",0.815845224228601,-1.00000000000011
"1003","IPC2000","tokenplan","blocks","BLOCKS-5-1",0,"D","Time","D^-6vTime^-0.1",0.9896894682468,0
"1004","IPC2000","altalt","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"1005","IPC2000","hsp2","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-32.0156360822857
"1006","IPC2000","tokenplan","blocks","BLOCKS-5-2",2,"D","Time","D^-6vTime^-0.1",0.9896894682468,-137.189520878381
"1007","IPC2000","ff","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.611517637529928,-1.00000000000001
"1008","IPC2000","stan","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.815845224228601,-1.00000000000009
"1009","IPC2000","propplan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1010","IPC2000","blackbox","blocks","BLOCKS-5-2",2,"D","Time","D^-6vTime^-0.1",0.986464538238538,-401.606486809743
"1011","IPC2000","ipp","blocks","BLOCKS-5-2",2,"D","Time","D^-6vTime^-0.1",0.953266268649308,-62.0434238208694
"1012","IPC2000","grt","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.506886552205593,-155683.563674374
"1013","IPC2000","bddplan","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1014","IPC2000","mips","blocks","BLOCKS-5-2",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1015","IPC2000","system-r","blocks","BLOCKS-5-2",1,"D","Time","D^-6vTime^-0.1",0.993992444288372,-5.28493692616098
"1016","IPC2000","tokenplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.9896894682468,0
"1017","IPC2000","stan","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.815845224228601,-1.00000000000003
"1018","IPC2000","hsp2","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-12282.3318032382
"1019","IPC2000","mips","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1020","IPC2000","ff","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1021","IPC2000","ipp","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
"1022","IPC2000","blackbox","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"1023","IPC2000","altalt","blocks","BLOCKS-6-0",2,"D","Time","D^-6vTime^-0.1",0.656612885634543,-67.3312115659868
"1024","IPC2000","system-r","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.993992444288372,0
"1025","IPC2000","grt","blocks","BLOCKS-6-0",1,"D","Time","D^-6vTime^-0.1",0.506886552205593,-3774.47781896562
"1026","IPC2000","bddplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1027","IPC2000","propplan","blocks","BLOCKS-6-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1028","IPC2000","propplan","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1029","IPC2000","altalt","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"1030","IPC2000","hsp2","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.963972912536604,-2.81894068463713
"1031","IPC2000","mips","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-95670.4392831013
"1032","IPC2000","tokenplan","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.9896894682468,-25.3295028214397
"1033","IPC2000","blackbox","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-205089.693482636
"1034","IPC2000","ff","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,38536.4369205578
"1035","IPC2000","system-r","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.993992444288372,-15.6324046704364
"1036","IPC2000","ipp","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-33523.2340922048
"1037","IPC2000","stan","blocks","BLOCKS-6-1",1,"D","Time","D^-6vTime^-0.1",0.815845224228601,-1
"1038","IPC2000","bddplan","blocks","BLOCKS-6-1",2,"D","Time","D^-6vTime^-0.1",0.997130889908925,-8.92077391377251
"1039","IPC2000","grt","blocks","BLOCKS-6-1",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"1040","IPC2000","bddplan","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.997130889908925,-1.50068550124942
"1041","IPC2000","propplan","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1042","IPC2000","altalt","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.656612885634543,-2015.07280327008
"1043","IPC2000","ff","blocks","BLOCKS-6-2",2,"D","Time","D^-6vTime^-0.1",0.611517637529928,1711.46378589586
"1044","IPC2000","stan","blocks","BLOCKS-6-2",2,"D","Time","D^-6vTime^-0.1",0.815845224228601,17673.9207952995
"1045","IPC2000","grt","blocks","BLOCKS-6-2",2,"D","Time","D^-6vTime^-0.1",0.506886552205593,-724.476642837681
"1046","IPC2000","mips","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-77012.2697696961
"1047","IPC2000","tokenplan","blocks","BLOCKS-6-2",2,"D","Time","D^-6vTime^-0.1",0.9896894682468,-3185.57456762672
"1048","IPC2000","ipp","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-199.457753317607
"1049","IPC2000","system-r","blocks","BLOCKS-6-2",0,"D","Time","D^-6vTime^-0.1",0.993992444288372,0
"1050","IPC2000","blackbox","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.986464538238538,-3938.54092636337
"1051","IPC2000","hsp2","blocks","BLOCKS-6-2",1,"D","Time","D^-6vTime^-0.1",0.963972912536604,-20037.6318032382
"1052","IPC2000","propplan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1053","IPC2000","system-r","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.993992444288372,0
"1054","IPC2000","stan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.815845224228601,0
"1055","IPC2000","bddplan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1056","IPC2000","altalt","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.656612885634543,0
"1057","IPC2000","ipp","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.953266268649308,-10706.8434004597
"1058","IPC2000","hsp2","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1059","IPC2000","mips","blocks","BLOCKS-7-0",1,"D","Time","D^-6vTime^-0.1",0.973029894837805,-117510.439283101
"1060","IPC2000","blackbox","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.986464538238538,0
"1061","IPC2000","ff","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1062","IPC2000","tokenplan","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.9896894682468,0
"1063","IPC2000","grt","blocks","BLOCKS-7-0",0,"D","Time","D^-6vTime^-0.1",0.506886552205593,0
"1064","IPC2000","propplan","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.988670800945,0
"1065","IPC2000","system-r","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.993992444288372,0
"1066","IPC2000","hsp2","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.963972912536604,0
"1067","IPC2000","mips","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.973029894837805,0
"1068","IPC2000","bddplan","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.997130889908925,0
"1069","IPC2000","ff","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.611517637529928,0
"1070","IPC2000","stan","blocks","BLOCKS-7-1",2,"D","Time","D^-6vTime^-0.1",0.815845224228601,321540.454424905
"1071","IPC2000","ipp","blocks","BLOCKS-7-1",0,"D","Time","D^-6vTime^-0.1",0.953266268649308,0
